,Clean_Text
4129,young angry allowed stay night fair town
4130,summer leave town spend holidays
4131,saw people washing car water drain
4132,inadvertantly entered ladies room met girls way out
4133,entrusted object handled carelessly broke
4134,learned ecography mother expecting baby girl wanted
4135,night walking park began think roughnecks appear suddenly knives things like that
4136,exam prepared know second part
4137,parents let study tour
4138,day going street door house man asked doctor showed genitals asked cure myself
4139,time professor asks question class
4140,argument boyfriend fault pride let admit it
4141,invitation spend 5 days seaside expenses paid
4142,film zombies
4143,males family try assign house duties exclusively referance sex
4144,quarrell boyfriend decided finish Easter holidays
4145,storm country left shelter saw big fat slimy green toad side
4146,friend preferred hide private life discovered relations man
4147,brother spend evening repairing gearlever broken
4148,passed university entrance exam
4149,walking street boys showed knife stole money
4150,threw holder floor notes exam inside got mixed up
4151,mother operated
4152,pornographic films
4153,day got bus money season ticket driver threw out
4154,friend beaten fault
4155,father operation lasted hours worried successful
4156,walking subway saw group louts afraid alone
4157,old woman violently thrown stairs tube group louts
4158,child 9 years old died stupid way fell place 1 metre high
4159,road dead animal entrails showing skull crushed
4160,discussing subject ( knew little it) holding ground showed wrong
4161,passed exam public competition failed studied
4162,studying library classmate told obtained grant work library
4163,knowing marks sure wanted class
4164,learned classmate given list peolpe help exams professor
4165,phoned friends able arrange meeting them change plans
4166,cafeteria university classmate told friend teeth taken infection caused eating rats nail hamburger
4167,meet girlfriend drink arrived aunt introduced aunt left
4168,night decided finish relationship took girlfriend home driving home felt handled thing well
4169,begining relations current girlfriend
4170,night read horror stories heard unexplainable noises
4171,typical family argument
4172,disqualification mates military service
4173,sight vomit street
4174,criticizing person realizing person talking similar
4175,studied exams near
4176,pass exam
4177,Continous fear nuclear war
4178,kill work number slakers wandering around nothing
4179,family died
4180,loose friends overestimating themselves
4181,people play fool
4182,force suits me
4183,thought going fail subject began study final exam friend told passed it meant home study hometown
4184,Sierra Nevada climbing peak 3000 metres high light problems afraid life
4185,living flat things me Finally threw prejudiced people esteem lot
4186,read diary girl living boy going time back
4187,man threw flat disgusted me
4188,time caressed girl thirteen eighteen noticed affect all
4189,going girl loving her her things end sincere her
4190,met girlfriend seeing months saw discotheque like discotheques went knew meet there
4191,walking countryside came dogs began barking me know tied loose afraid approaching me
4192,angry sister began talk nonsense laugh way swept room anger grew (I tried control myself) telling leave alone vented anger obey me
4193,mother working knife laughing heartily able control knife stuck deep hand
4194,read book plot expressions obscene bad taste
4195,mother teaching crochet thought highly improper boy town finished neighbour walked in
4196,midnight wanted countryside (I town) watch stars sky mother like this spite went while mother got angry
4197,friend suggested film extra idea funny reaction outlandish others
4198,day went cinema film interested arriving saw long queue (which expected) went home seeing film
4199,miss train late wait half hour one
